Server Type,Storage Type,Response Type,Test Name,Custom,Req/Connections,Connections,Completed,Failed,Total Time (s),Total transferred (bytes),req/sec,msec/req,msec/req concurrent,KB/sec,Connect mean (ms),Connect std (ms),Processing mean (ms),Processing std (ms),Waiting mean (ms),Waiting std (ms),Total mean (ms),Total std (ms),URL
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,62.492,18210500,8,2499.683,124.984,284.58,0,0.2,2468,223.7,2468,223.7,2468,223.6,http://localhost:8000/hillshade-con/local_rast1-small/5/true
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,53.009,17181500,9.43,2120.371,106.019,316.53,0,0.3,2094,235.6,2093,235.6,2094,235.4,http://localhost:8000/hillshade/local_rast1-small/5/true
rackspace.4G,cache,PNG,Weighted Overlay,256x256,500,20,500,0,10.002,19848500,49.99,400.062,20.003,1938.03,0,0.2,395,47.1,395,47.1,395,47,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
rackspace.4G,cache,Text,Weighted Overlay,256x256,500,20,500,446,9.983,53938,50.09,399.317,19.966,5.28,0,0.8,394,46.7,393,46.7,394,46.3,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
rackspace.4G,cache,Text,Weighted Overlay,1408x1408,500,20,500,464,208.948,54451,2.39,8357.904,417.895,0.25,0,0.2,8257,898,8257,898,8257,897.8,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
rackspace.4G,local,PNG,Weighted Overlay,256x256,500,20,500,0,10.047,19848500,49.77,401.871,20.094,1929.31,0,0.4,397,46.8,396,46.8,397,46.5,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
rackspace.4G,local,Text,Weighted Overlay,256x256,500,20,500,43,10.131,53956,49.36,405.224,20.261,5.2,0,0.7,400,46.1,400,46,400,45.8,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
rackspace.4G,local,Text,Weighted Overlay,1408x1408,500,20,500,44,210.026,54452,2.38,8401.036,420.052,0.25,0,0.7,8302,945.1,8302,945.1,8302,944.7,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,62.431,18210500,8.01,2497.244,124.862,284.85,0,0.7,2466,201.1,2465,201.1,2466,200.7,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,52.605,17181500,9.5,2104.211,105.211,318.96,0,0.8,2077,241.7,2077,241.7,2077,241.3,http://localhost:8000/hillshade/cache_rast1-small/5/true
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,62.083,18210500,8.05,2483.311,124.166,286.45,0,0.9,2452,217.9,2452,218,2452,217.4,http://localhost:8000/hillshade-con/local_rast1-small/5/true
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,52.634,17181500,9.5,2105.347,105.267,318.78,0,1,2078,229.5,2078,229.5,2078,229,http://localhost:8000/hillshade/local_rast1-small/5/true
rackspace.4G,cache,PNG,Weighted Overlay,256x256,500,20,500,0,10.068,19848500,49.66,402.728,20.136,1925.2,0,0.7,397,51,397,51,397,50.7,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/true
rackspace.4G,cache,Text,Weighted Overlay,256x256,500,20,500,457,9.949,53949,50.25,397.972,19.899,5.3,0,0.8,392,42.7,392,42.7,393,42.4,http://localhost:8000/wo/cache_rast1-small/cache_rast2-small/3/7/false
rackspace.4G,cache,Text,Weighted Overlay,1408x1408,500,20,500,46,209.032,54450,2.39,8361.265,418.063,0.25,0,0.7,8258,912.4,8258,912.3,8258,912,http://localhost:8000/wo/cache_rast1-med/cache_rast2-med/3/7/false
rackspace.4G,local,PNG,Weighted Overlay,256x256,500,20,500,0,10.151,19848500,49.26,406.037,20.302,1909.51,0,0.9,400,42.3,400,42.7,401,42,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/true
rackspace.4G,local,Text,Weighted Overlay,256x256,500,20,500,448,9.97,53934,50.15,398.816,19.941,5.28,0,0.6,394,47.7,393,47.7,394,47.6,http://localhost:8000/wo/local_rast1-small/local_rast2-small/3/7/false
rackspace.4G,local,Text,Weighted Overlay,1408x1408,500,20,500,42,209.76,54457,2.38,8390.415,419.521,0.25,0,0.6,8288,882.8,8288,882.8,8289,882.4,http://localhost:8000/wo/local_rast1-med/local_rast2-med/3/7/false
rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,62.551,18210500,7.99,2502.037,125.102,284.31,0,0.4,2471,217.1,2470,217,2471,216.8,http://localhost:8000/hillshade-con/cache_rast1-small/5/true
rackspace.4G,cache,PNG,Hillshade,256x256,500,20,500,0,53.083,17181500,9.42,2123.309,106.165,316.09,0,0.9,2094,238.9,2094,238.9,2094,238.4,http://localhost:8000/hillshade/cache_rast1-small/5/true
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,62.784,18210500,7.96,2511.353,125.568,283.25,0,0.9,2480,224.1,2480,224.2,2480,223.6,http://localhost:8000/hillshade-con/local_rast1-small/5/true
rackspace.4G,local,PNG,Hillshade,256x256,500,20,500,0,53.102,17181500,9.42,2124.087,106.204,315.97,0,0.1,2097,223.2,2097,223.2,2097,223.1,http://localhost:8000/hillshade/local_rast1-small/5/true
